LAMMPS data file via write_data, version 3 Mar 2020, timestep = 110241

1001 atoms
2 atom types
1000 bonds
2 bond types
30 angles
1 angle types

-5.0000000000000000e+01 5.0000000000000000e+01 xlo xhi
-5.0000000000000000e+01 5.0000000000000000e+01 ylo yhi
-5.0000000000000000e+01 5.0000000000000000e+01 zlo zhi

Masses

1 1
2 100

Pair Coeffs # lj/expand

1 1 1 0
2 1 15 0

Bond Coeffs # fene/expand

1 30 1.5 1 1 0
2 70 5 1 1 7

Angle Coeffs # harmonic

1 200 104.51

Atoms # hybrid

511 1 2.0894882152176768e+00 -3.2287510600683462e+00 -9.2745384967433839e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
507 1 -8.0386153510296354e-01 -3.3255005166111178e+00 -8.8223133189837508e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
510 1 1.1903115122737389e+00 -3.4723812437333179e+00 -8.9900002695005448e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
509 1 8.8255631258738987e-01 -2.7807332143876571e+00 -9.4943466030803201e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
508 1 -1.7079624962523139e-02 -3.2821714836959655e+00 -9.4904270310081191e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
181 1 -7.6036045163946808e-01 -8.0351288577052333e+00 -9.2197044013028702e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
830 1 2.3153690753389311e+00 -4.3556638963492160e+00 -1.0936153985037008e+01 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
831 1 2.3531758378404430e+00 -4.6188302719763472e+00 -1.1839098019090164e+01 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
829 1 2.6360211851775803e+00 -4.3577287743321378e+00 -1.0048621834247157e+01 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
828 1 3.1267474975018255e+00 -3.7785818970416738e+00 -9.4012630684613967e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
310 1 5.6555886969694402e+00 -1.2713879886895914e+00 -9.6805496370708788e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
309 1 4.8715675771731144e+00 -1.7102654619314592e+00 -9.8272743216847189e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
970 1 -3.7716265093391175e+00 -8.5418893338325983e+00 -4.8444273463556033e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
676 1 2.6187180187188654e+00 -1.1121582180028415e+01 -1.7491073147321912e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
302 1 1.6809314942224385e+00 -1.5697950737513786e+00 -6.6675993765290240e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
890 1 -4.0786308982586578e-01 -1.1767647362400785e+01 -1.6679243560937749e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
888 1 5.0091549739691010e-01 -1.1804040341740476e+01 -2.6947820980395423e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
678 1 3.5278815245775159e+00 -1.1933991857567049e+01 -1.6043378009390050e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
677 1 2.6217108515565486e+00 -1.2041975278497500e+01 -1.4980289081388876e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
680 1 4.3761332668305535e+00 -1.2526495542494319e+01 -1.3622770194896887e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
891 1 -1.3385230739713905e+00 -1.1341579088407473e+01 -1.5259601060634758e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
681 1 5.1056568775999773e+00 -1.2443654071704453e+01 -1.9575985056567478e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
679 1 3.5190616163493886e+00 -1.2715951058616209e+01 -1.0263926294850043e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
311 1 5.7004753299223330e+00 -7.6333818952398824e-01 -1.0571688090726354e+01 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
988 1 -3.0378695065528434e+00 -1.0071625653443904e+01 -1.0826647227892054e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
987 1 -3.1221429976518720e+00 -9.0728103943301139e+00 -1.0601126772041189e+00 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
989 1 -3.3465321556946357e+00 -1.0975247983272999e+01 -8.8201336351715975e-01 1 0.0000000000000000e+00 1.0000000000000000e+00 0 0 0
