LAMMPS data file via write_data, version 3 Mar 2020, timestep = 20000

4000 atoms
2 atom types

2.6114611030976285e+01 4.7566018941831530e+01 xlo xhi
2.6114611030976285e+01 4.7566018941831530e+01 ylo yhi
2.6114611030976285e+01 4.7566018941831530e+01 zlo zhi

Pair Coeffs # colloid

1 1 1 5 5
2 10 1 0 0

Atoms # sphere

438 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9322069875389172e+01 3.0506361289408837e+01 3.0071599456944178e+01 1 0 0
3724 2 1.0000000000000000e+00 1.9098593171027443e+00 3.1347385723572032e+01 3.0324335553644246e+01 3.2889153781646023e+01 0 0 1
761 2 1.0000000000000000e+00 1.9098593171027443e+00 4.7179811909758399e+01 2.9685401242911151e+01 2.7016660442759207e+01 -1 1 0
3016 2 1.0000000000000000e+00 1.9098593171027443e+00 3.3165216609875365e+01 3.1749165563694120e+01 3.1684414945794675e+01 0 0 0
545 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9119345491820102e+01 3.6219730448709718e+01 3.0027595130407555e+01 0 0 0
172 2 1.0000000000000000e+00 1.9098593171027443e+00 2.7319732519597903e+01 2.7229577088999676e+01 2.8784488598834791e+01 0 0 0
535 2 1.0000000000000000e+00 1.9098593171027443e+00 3.0556844838752170e+01 2.9994060457073495e+01 3.2349139127183157e+01 0 0 0
3433 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9625167260722538e+01 3.2427784147879201e+01 2.7055005910442297e+01 1 0 1
2485 2 1.0000000000000000e+00 1.9098593171027443e+00 3.0568362954888190e+01 2.8140282025842716e+01 2.8295755335845975e+01 0 0 0
990 2 1.0000000000000000e+00 1.9098593171027443e+00 2.7507082343402963e+01 3.0012598281133101e+01 3.0167640559842813e+01 1 0 0
67 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9076254651724064e+01 2.6582875236082284e+01 2.8788466958682736e+01 1 0 0
703 2 1.0000000000000000e+00 1.9098593171027443e+00 2.6669098178708364e+01 2.6653531942578603e+01 2.6811058282222142e+01 0 0 0
932 2 1.0000000000000000e+00 1.9098593171027443e+00 4.5905000834203037e+01 2.8915254381491760e+01 2.8159876831519561e+01 -1 0 0
2374 2 1.0000000000000000e+00 1.9098593171027443e+00 3.1483436379407188e+01 4.7025150401249249e+01 2.9233301129496116e+01 0 0 0
1795 2 1.0000000000000000e+00 1.9098593171027443e+00 3.1972969245366539e+01 2.7491448833198071e+01 3.2649463169264827e+01 1 0 0
876 2 1.0000000000000000e+00 1.9098593171027443e+00 4.6725379306678860e+01 3.1034742186108890e+01 2.7035676422886695e+01 0 0 0
110 2 1.0000000000000000e+00 1.9098593171027443e+00 2.6835035897335040e+01 2.8757134471097849e+01 2.9472648790181172e+01 1 0 0
2008 2 1.0000000000000000e+00 1.9098593171027443e+00 3.1411752967988420e+01 2.8086679001118529e+01 3.4082385920903860e+01 0 0 0
1689 2 1.0000000000000000e+00 1.9098593171027443e+00 3.3195408353960232e+01 3.2098941170751807e+01 2.6562902844217959e+01 0 0 0
3952 2 1.0000000000000000e+00 1.9098593171027443e+00 2.8003750393778553e+01 3.0651016074088634e+01 3.1277439453703106e+01 1 1 1
2491 2 1.0000000000000000e+00 1.9098593171027443e+00 3.4002719836362687e+01 3.1171537640031698e+01 3.1208695623579914e+01 0 0 0
1735 2 1.0000000000000000e+00 1.9098593171027443e+00 3.0302612217312802e+01 2.8921632320426482e+01 3.2668333094922708e+01 0 0 0
3803 2 1.0000000000000000e+00 1.9098593171027443e+00 3.1389303161182934e+01 3.0482438313285485e+01 2.7451038925248810e+01 0 0 1
139 2 1.0000000000000000e+00 1.9098593171027443e+00 2.8875716851230660e+01 2.9484036176569180e+01 2.8064636546524394e+01 0 0 0
182 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9304072181546122e+01 2.8550845689356546e+01 2.8204076101326148e+01 0 0 0
554 2 1.0000000000000000e+00 1.9098593171027443e+00 3.5035986018831686e+01 2.7255264112055041e+01 2.9905364518852426e+01 1 0 0
85 2 1.0000000000000000e+00 1.9098593171027443e+00 3.0539375333298572e+01 2.9467774158441841e+01 3.0678940418733671e+01 0 0 0
360 2 1.0000000000000000e+00 1.9098593171027443e+00 2.9507579567397428e+01 2.9152672660012698e+01 2.9776633786600140e+01 1 1 0
