LAMMPS data file via write_data, version 3 Mar 2020, timestep = 11000

108 atoms
2 atom types
108 ellipsoids

2.0695167434138249e+01 2.6926864124907723e+01 xlo xhi
2.0695167434138249e+01 2.6926864124907723e+01 ylo yhi
2.0695167434138249e+01 2.6926864124907723e+01 zlo zhi

Pair Coeffs # gayberne

1 3 1 1 1 1 1 1 1
2 1 1 1 1 0.2 1 1 0.2

Atoms # ellipsoid

8 1 1 9.5492965855137213e-01 2.2941372481516030e+01 2.1450389943864721e+01 2.1195782584806182e+01 0 0 0
15 1 1 9.5492965855137213e-01 2.1447120679244428e+01 2.2913466798777684e+01 2.1404867819290018e+01 0 0 0
19 1 1 9.5492965855137213e-01 2.3476510576437228e+01 2.2374176112991627e+01 2.1280604291172121e+01 0 0 0
38 1 1 9.5492965855137213e-01 2.1771000811285077e+01 2.1175681115414147e+01 2.3000226066885691e+01 0 0 0
53 1 1 9.5492965855137213e-01 2.2356348335654371e+01 2.2170659039764168e+01 2.2224356117713523e+01 0 0 0
44 1 1 9.5492965855137213e-01 2.3568852918350171e+01 2.1631778327823092e+01 2.2738385807677854e+01 0 0 0
54 1 1 9.5492965855137213e-01 2.3098472150748428e+01 2.2729105202304329e+01 2.3300212655376139e+01 0 0 0
51 1 1 9.5492965855137213e-01 2.2039147410661656e+01 2.3107954247451811e+01 2.2951395566335627e+01 0 0 0
49 1 1 9.5492965855137213e-01 2.0756519779709354e+01 2.3287770458947634e+01 2.3090353946823434e+01 0 0 0
31 1 1 9.5492965855137213e-01 2.3901485646241866e+01 2.3371060355863186e+01 2.2035877119527914e+01 0 0 0
17 1 1 9.5492965855137213e-01 2.2706354235432723e+01 2.3311215846092150e+01 2.1476022101390026e+01 0 0 0
4 1 1 9.5492965855137213e-01 2.1328983751289726e+01 2.2263955137729749e+01 2.2991847970847147e+01 0 0 0
73 1 1 9.5492965855137213e-01 2.1679185552612587e+01 2.1566823523258268e+01 2.1097748124186445e+01 0 0 1
77 1 1 9.5492965855137213e-01 2.2763006152167229e+01 2.1035668729345925e+01 2.3964965704622191e+01 0 0 0
2 1 1 9.5492965855137213e-01 2.0706716964908903e+01 2.1282140475890614e+01 2.2143221144356652e+01 0 0 0
1 1 1 9.5492965855137213e-01 2.5842352298849015e+01 2.1522336360506447e+01 2.1373775578645077e+01 -1 0 0
46 1 1 9.5492965855137213e-01 2.6183497000763317e+01 2.1807119337110123e+01 2.3258352796473758e+01 0 0 0
57 1 1 9.5492965855137213e-01 2.5286803705297313e+01 2.2244496164805906e+01 2.2545658551492235e+01 0 0 0
24 1 1 9.5492965855137213e-01 2.4984215524410306e+01 2.3456715134393910e+01 2.2724046433874584e+01 0 0 0
10 1 1 9.5492965855137213e-01 2.6507179608426608e+01 2.2457611310310732e+01 2.1503974965645096e+01 0 0 0
21 1 1 9.5492965855137213e-01 2.4466193584587227e+01 2.2903826631071627e+01 2.1102048595786648e+01 0 0 0
43 1 1 9.5492965855137213e-01 2.4656260548377929e+01 2.1551485178346073e+01 2.1914795420482534e+01 0 0 0
55 1 1 9.5492965855137213e-01 2.4353958255608447e+01 2.2411549019484855e+01 2.3286213527823062e+01 0 0 0
22 1 1 9.5492965855137213e-01 2.6653854285133864e+01 2.3611730058841136e+01 2.1227730889186468e+01 0 0 0
59 1 1 9.5492965855137213e-01 2.6003918361620659e+01 2.2970353361894823e+01 2.2860808187045027e+01 0 0 0
93 1 1 9.5492965855137213e-01 2.5342578493104096e+01 2.1114960824849977e+01 2.3540030189526878e+01 0 0 0
20 1 1 9.5492965855137213e-01 2.2834453522873179e+01 2.3963836331842298e+01 2.2796867407430248e+01 0 0 0
3 1 1 9.5492965855137213e-01 2.2162653978508814e+01 2.6723373114549851e+01 2.1396749461131964e+01 0 -1 0
41 1 1 9.5492965855137213e-01 2.3025890426558128e+01 2.5419598168670131e+01 2.1639487406194345e+01 0 -1 0
32 1 1 9.5492965855137213e-01 2.3384917616233334e+01 2.4417964857860280e+01 2.1018607802728482e+01 0 0 0
62 1 1 9.5492965855137213e-01 2.1132204049248998e+01 2.6268770037289471e+01 2.2471278701600269e+01 0 0 0
68 1 1 9.5492965855137213e-01 2.3255292816466163e+01 2.6553306282872239e+01 2.2511514762098098e+01 0 0 0
61 1 1 9.5492965855137213e-01 2.2118096210372080e+01 2.4845230561037969e+01 2.2135823882465917e+01 0 0 0
98 1 1 9.5492965855137213e-01 2.2439163040766697e+01 2.5711818398069234e+01 2.3122671589004227e+01 0 0 0
16 1 1 9.5492965855137213e-01 2.1505631859847110e+01 2.3975059524936061e+01 2.1867169956858088e+01 0 0 0
14 1 1 9.5492965855137213e-01 2.1013725696632118e+01 2.5210686383644799e+01 2.1608106819395918e+01 0 0 0
29 1 1 9.5492965855137213e-01 2.1923581770016284e+01 2.5697383060932165e+01 2.6833871888913137e+01 0 0 -1
52 1 1 9.5492965855137213e-01 2.1205588914387040e+01 2.5007289189379112e+01 2.3326241644386752e+01 0 0 0
39 1 1 9.5492965855137213e-01 2.1814901681041167e+01 2.6605932415664348e+01 2.3842287832852019e+01 0 -1 0
5 1 1 9.5492965855137213e-01 2.2999268810269182e+01 2.6239830720896421e+01 2.6697568717263781e+01 0 -1 -1
26 1 1 9.5492965855137213e-01 2.6546047614702214e+01 2.6727057706185505e+01 2.1062319073886211e+01 -1 0 0
67 1 1 9.5492965855137213e-01 2.3738014312744827e+01 2.4491950235659075e+01 2.2830048681013572e+01 0 0 0
58 1 1 9.5492965855137213e-01 2.5340852124290198e+01 2.5039502884510327e+01 2.3096478653228438e+01 0 0 0
66 1 1 9.5492965855137213e-01 2.4328215325011353e+01 2.5109387354822221e+01 2.1731455327647449e+01 0 0 0
11 1 1 9.5492965855137213e-01 2.6129421426112408e+01 2.6534986658533292e+01 2.3093444276423167e+01 0 -1 0
48 1 1 9.5492965855137213e-01 2.4981895571234425e+01 2.6298469798542598e+01 2.2383089280344944e+01 0 -1 0
35 1 1 9.5492965855137213e-01 2.6640056795489830e+01 2.4292672762267411e+01 2.2694095990276203e+01 0 0 0
36 1 1 9.5492965855137213e-01 2.6152594485048905e+01 2.5725621782572034e+01 2.1871342875123105e+01 0 0 0
69 1 1 9.5492965855137213e-01 2.5648144520917100e+01 2.4267269267873274e+01 2.1551858627625034e+01 0 0 0
72 1 1 9.5492965855137213e-01 2.4170185340657966e+01 2.5802688122616164e+01 2.2960686352562700e+01 0 0 0
9 1 1 9.5492965855137213e-01 2.3877811950237685e+01 2.0786084294852273e+01 2.1315016897413297e+01 0 0 0
25 1 1 9.5492965855137213e-01 2.6381955577904247e+01 2.5360819882335715e+01 2.3644992394550744e+01 -1 0 0
33 1 1 9.5492965855137213e-01 2.4431017178827855e+01 2.4057027216725640e+01 2.0909361485169295e+01 0 0 0
108 1 1 9.5492965855137213e-01 2.5407806158116529e+01 2.6149337552587163e+01 2.0774689774739407e+01 0 0 1
30 1 1 9.5492965855137213e-01 2.4241324385048948e+01 2.6093476238089043e+01 2.6856044676066286e+01 0 0 -1
37 1 1 9.5492965855137213e-01 2.6775058903908256e+01 2.1114680541120279e+01 2.4082293722130299e+01 -1 0 0
6 1 1 9.5492965855137213e-01 2.3087957429311537e+01 2.2471573168091709e+01 2.5613984472782022e+01 0 0 -1
56 1 1 9.5492965855137213e-01 2.2511921962342374e+01 2.3561083850563232e+01 2.4697060863463431e+01 0 0 0
74 1 1 9.5492965855137213e-01 2.1323573927231568e+01 2.1685716868959322e+01 2.4954403108824764e+01 0 0 0
89 1 1 9.5492965855137213e-01 2.2301294911313853e+01 2.2144474552023279e+01 2.4259809233672897e+01 0 0 0
75 1 1 9.5492965855137213e-01 2.2336982074973236e+01 2.1066735777733683e+01 2.5928710090227369e+01 0 0 0
80 1 1 9.5492965855137213e-01 2.2270397283761312e+01 2.2783294048893371e+01 2.6357322454946534e+01 0 0 0
87 1 1 9.5492965855137213e-01 2.1467296709448988e+01 2.3756959460851373e+01 2.5907465389775439e+01 0 0 0
78 1 1 9.5492965855137213e-01 2.3383712128535361e+01 2.1862766082122086e+01 2.4320390221183800e+01 0 0 0
18 1 1 9.5492965855137213e-01 2.3384370142607263e+01 2.3308057849340081e+01 2.6274090845164860e+01 0 0 -1
85 1 1 9.5492965855137213e-01 2.1519465968427081e+01 2.2807503480286464e+01 2.4750922819041659e+01 0 0 0
76 1 1 9.5492965855137213e-01 2.0913589903024011e+01 2.2451902053109482e+01 2.6358132793972658e+01 0 0 0
23 1 1 9.5492965855137213e-01 2.5653266766331132e+01 2.3233010995402498e+01 2.0857429618890684e+01 0 0 0
34 1 1 9.5492965855137213e-01 2.4964818083544902e+01 2.1039684433788235e+01 2.6854560612228198e+01 0 1 -1
