LAMMPS data file via write_data, version 3 Mar 2020, timestep = 10000

500 atoms
1 atom types

0.0000000000000000e+00 8.3979809569125372e+00 xlo xhi
0.0000000000000000e+00 8.3979809569125372e+00 ylo yhi
0.0000000000000000e+00 8.3979809569125372e+00 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

308 1 9.2157409498872933e-01 8.6778820174547355e-01 1.4867828809079615e+00 0 0 0
122 1 3.2027906641387460e-01 1.9363218776687496e-01 8.3286977689344066e-01 0 0 0
16 1 7.6776432718387799e-01 1.3941234157230542e+00 2.9565877360080411e-01 0 0 0
457 1 3.2597960738184022e+00 8.5949664770171375e-01 6.8873324588413842e-01 0 0 1
50 1 1.6973902339755402e+00 3.1521039865995898e-01 1.0566425199934790e+00 0 0 0
188 1 1.7346448901302263e+00 1.0786983629337019e+00 4.5449273611697005e-01 0 1 0
11 1 2.9258240765128258e+00 9.3893576975148385e-02 1.2154514527804274e+00 0 0 0
134 1 2.4040205262485772e+00 1.0930765481194431e+00 1.2961640806657879e+00 0 0 0
206 1 2.4292945922763920e+00 1.0691296134629802e-01 3.0662282699498178e-01 0 0 0
173 1 4.6499463179238933e+00 1.1031586976699432e+00 1.6257813084371400e-01 0 0 0
383 1 4.3343906838877331e+00 1.7353562827906857e-01 3.0296250051911604e-02 0 1 1
389 1 4.0103127123142350e+00 1.8714653662591221e-01 1.0924624784069865e+00 0 0 0
404 1 4.4376310045162741e+00 1.3433816475931053e+00 1.1316539567408801e+00 -1 0 1
248 1 6.2770270929509140e+00 8.6547888336376932e-01 1.1673953454932389e+00 0 0 0
78 1 6.5729704062448624e+00 1.1205641931313328e+00 1.3676750584008185e-01 0 1 0
484 1 5.2624428766288593e+00 2.3011859862430045e-01 1.0517216708011605e+00 -1 1 1
54 1 5.4892400365353868e+00 1.3545810163902905e+00 7.5545050318551532e-01 0 0 0
116 1 8.1671330880690309e+00 1.0803466556995864e+00 6.2969351764523229e-01 0 0 0
198 1 8.2840261414150316e+00 1.0238319671488638e+00 1.6789314348692046e+00 0 1 0
201 1 7.2539166034203886e+00 7.1566345967954925e-01 1.3711684996720812e+00 -1 0 0
420 1 7.3160288222521537e+00 4.6035026135457185e-01 2.2384698713695259e-01 0 0 1
406 1 1.5314754470432566e+00 2.4967665908570380e+00 1.8864973701120391e-02 0 0 1
207 1 7.2589864151918559e-01 2.7260453547091741e+00 6.2637347285256229e-01 0 0 1
466 1 9.6077605926808052e-01 2.6116626149184734e+00 1.5326688377700743e+00 0 0 1
9 1 3.1871932476445541e-01 1.8749568567603800e+00 1.0384126660179489e+00 0 -1 0
66 1 1.5810711010096892e+00 1.8927386857639519e+00 1.0462869393161780e+00 0 0 -1
71 1 2.4496950828622133e+00 1.8371043340026625e+00 2.9103701484905031e-01 0 0 0
69 1 3.3369473716003561e+00 2.9735647864024917e+00 1.3317190678975162e+00 0 0 0
60 1 2.2386663484170781e+00 3.2377528910537703e+00 1.1032755696555581e+00 1 0 0
479 1 4.6140757773712417e+00 2.4726962687980829e+00 1.3747902276357526e+00 0 1 1
190 1 4.0786833892802035e+00 2.2921948838267148e+00 4.0948820779615952e-01 0 1 0
459 1 4.3785757038013511e+00 3.3012678266381554e+00 6.1588633180746943e-01 0 0 1
367 1 3.3904544911381747e+00 1.8388115546280190e+00 1.2455033632806312e+00 0 1 1
42 1 6.2197587978219389e+00 2.0373454808842553e+00 5.0903809346513917e-01 -1 1 0
323 1 5.7194262228977113e+00 1.9133977521938133e+00 1.6097091061077591e+00 0 0 1
33 1 5.2091897432718444e+00 3.0640548321659691e+00 1.8263036700628660e-01 0 -1 0
187 1 5.8252324967023714e+00 2.8098787238683443e+00 1.1505036074547264e+00 0 0 0
260 1 6.2300153705323416e+00 3.0874352104550646e+00 5.0938079137796046e-03 0 0 1
454 1 6.8132851237197825e+00 2.6090683455929353e+00 1.2236835468281337e+00 0 0 1
205 1 7.4526718709485964e+00 1.6921027446730181e+00 1.0211488931141843e+00 -1 0 0
156 1 7.9687420844836980e+00 2.5968278331845105e+00 7.0080220819809891e-01 -1 1 0
314 1 4.3626296442839446e-01 4.4585043651268643e+00 1.0453866023316025e+00 1 -1 1
27 1 1.1388183978711837e+00 3.7130545877255812e+00 8.3535057914181554e-01 0 0 0
456 1 1.6466596826429072e+00 4.7325852206698489e+00 4.2827199350787593e-01 0 0 1
10 1 1.6316459292528679e-01 3.5087490921741744e+00 7.6667341753315454e-01 0 0 1
347 1 2.8829425011153917e+00 4.5369518417516099e+00 1.1189411661336306e+00 0 0 0
294 1 3.0439228339346127e+00 3.5144125191612376e+00 6.0082759004515651e-01 0 1 0
163 1 1.9611590196200612e+00 4.2007647424327423e+00 1.2897565557169000e+00 0 0 0
97 1 2.8292041185999199e+00 4.4506033293073850e+00 1.3663981772571113e-01 1 1 0
109 1 3.9841474838125608e+00 4.4450945569631308e+00 4.7401747418160189e-01 0 -1 0
306 1 3.7950744342891056e+00 4.1847306475013601e+00 1.4042845808147688e+00 0 0 1
49 1 4.7545584185296264e+00 4.0915781728876039e+00 1.2981050180962279e+00 0 0 0
304 1 6.4276920768452257e+00 3.8361287707762433e+00 1.4052609699562506e+00 -1 -1 1
126 1 6.0013582977611639e+00 4.6426116690750350e+00 1.4879896650163624e+00 0 -1 0
101 1 6.1909452423567384e+00 4.9462829001781605e+00 2.7897316251343568e-01 -1 0 0
392 1 5.7699193049066579e+00 3.9718363880336147e+00 5.9542542210311666e-01 0 0 1
20 1 7.6510216479408353e+00 3.4777597408878327e+00 1.4567790511535048e+00 0 -1 0
335 1 7.9629222036864880e+00 4.4530985993661902e+00 4.6342700757962124e-01 0 0 1
36 1 7.1451937298632231e+00 3.4129454576962588e+00 6.2500452042877597e-01 -1 0 0
2 1 7.2679790406195481e+00 4.9821584215142360e+00 4.3152249840531454e-02 0 0 0
18 1 7.0878053579154869e+00 4.4580162220617074e+00 9.9005605924480811e-01 0 0 0
189 1 1.5949117612296437e+00 5.8432916166351374e+00 6.5902248695693399e-01 0 0 0
319 1 5.2202447093926928e-03 5.2918849900746912e+00 1.5715475989867045e-01 1 -1 0
336 1 1.0651811586904181e-01 6.1739295349648735e+00 1.4862984475227881e+00 1 -1 0
22 1 1.3684810679058181e+00 5.3509652188601375e+00 1.5099540065836918e+00 0 0 0
444 1 5.5684494260585216e-01 5.4897079939085458e+00 9.9635843295109583e-01 0 0 1
493 1 3.5129203556824357e-01 6.5806120364338998e+00 6.6964188575597117e-01 0 0 1
172 1 2.8771001522026309e+00 6.1015784955730332e+00 6.9556600099109767e-01 0 0 0
90 1 3.6982105328918355e+00 5.5478667388267748e+00 2.5483252408609747e-01 0 0 0
132 1 3.6166658872771356e+00 5.1989412752729915e+00 1.5782951763458026e+00 0 0 0
160 1 4.3559281723454824e+00 5.7479862726547895e+00 1.3353870103180498e+00 0 0 0
416 1 3.9201284144850406e+00 6.6381362058201017e+00 6.0627827690041469e-01 0 -1 1
415 1 4.9220840910142405e+00 6.1516227128441576e+00 3.5409875324621798e-01 0 -1 1
41 1 5.1639688909183157e+00 5.0633172570906613e+00 7.9574755851295242e-01 0 -1 0
471 1 5.9472537354405324e+00 6.0947453926072797e+00 4.9163898530538397e-01 0 0 1
152 1 6.4444503228831298e+00 6.4879354410943106e+00 1.4060204067360702e+00 -1 0 0
390 1 5.3712141280429400e+00 6.6219059545290566e+00 1.2717809604874974e+00 0 0 0
318 1 5.5414093789522294e+00 5.6929808463039482e+00 1.5087413831813994e+00 0 -1 1
157 1 7.9158774127984399e+00 5.2920462512902349e+00 1.2812536796510652e+00 0 0 0
